rubric_id,track,section,points,requirement,proof,deliverables,owner,test,validation_command,evidence_path,evidence_type,acceptance_id,source_file,source_row_index,source_digest,artifact_repo,artifact_path,behavioral_assertion
ML-ml-pipelines-trong-training-pipeline,ML,"ML Pipelines",2,"Trong training pipeline, ở step train, thay bằng distributed training, ví dụ nếu mọi người dùng model XGBoost thì có thể coi tutorial này.","Capture training pipeline đã run thành công + Capture màn hình thể hiện có sử dụng distributed training","Trong training pipeline, ở step train, thay bằng distributed training, ví dụ nếu mọi người dùng model XGBoost thì có thể coi tutorial này.",ml_engineer,"pytest tests/phase2 -k 'ML-ml-pipelines-trong-training-pipeline'","pytest tests/phase2/requirements/test_ml_ac_08_pipelines.py -k 'ML-ml-pipelines-trong-training-pipeline'",docs/phase2/evidence/ml/ML-ml-pipelines-trong-training-pipeline.md,design_only,"ML-AC-08-PIPELINES",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,24,a49f5c88722459995a4f721e03abab39e7b4ecaa1976eb8c3af2d5961f21c9c7,source,src/ml/pipelines/distributed_training.py,"python_ast_contains:distributed"
ML-novel-ideas-idea-1,ML,"Novel ideas ; (không nhất thiết tự sáng tạo ra cái gì, có thể nghiên cứu dùng thêm các công cụ, hoặc kỹ thuật gì đó không được dạy ở EDAI)",2,"Novel ideas ; (không nhất thiết tự sáng tạo ra cái gì, có thể nghiên cứu dùng thêm các công cụ, hoặc kỹ thuật gì đó không được dạy ở EDAI) — Idea 1","Document idea + proof it worked!","Document idea + proof it worked!",ml_engineer,"pytest tests/phase2 -k 'ML-novel-ideas-idea-1'","pytest tests/phase2/requirements/test_ml_ac_18_novel.py -k 'ML-novel-ideas-idea-1'",docs/phase2/evidence/ml/ML-novel-ideas-idea-1.md,design_only,"ML-AC-18-NOVEL",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,57,049e20312a192e37d48221798b9dc4ba9157194affba0e9dc8836e00e5e66602,source,src/ml/leakage_guard.py,"python_ast_contains:leakage"
ML-novel-ideas-idea-2,ML,"Novel ideas ; (không nhất thiết tự sáng tạo ra cái gì, có thể nghiên cứu dùng thêm các công cụ, hoặc kỹ thuật gì đó không được dạy ở EDAI)",2,"Idea 2","Document idea + proof it worked!","Idea 2",ml_engineer,"pytest tests/phase2 -k 'ML-novel-ideas-idea-2'","pytest tests/phase2/requirements/test_ml_ac_18_novel.py -k 'ML-novel-ideas-idea-2'",docs/phase2/evidence/ml/ML-novel-ideas-idea-2.md,design_only,"ML-AC-18-NOVEL",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,58,d55e238856383c357ec36545c0f3a20f2d91a7e3acfe26a2ffe31d61114ef7d5,source,src/ml/reproducibility_manifest.py,"python_ast_contains:reproducibility"
ML-observability-airflow-data-drift-pipeline-to,ML,"Observability",1,"Airflow data drift pipeline to periodically pull data from offline feature store and compare with groundtruth and update to Grafana dashboard (via PushGateway). ; Assumption: we don't have groundtruth to monitor drift here!","Capture màn hình thể hiện các data đã được capture, có thể coi trên các dashboard","Airflow data drift pipeline to periodically pull data from offline feature store and compare with groundtruth and update to Grafana dashboard (via PushGateway). ; Assumption: we don't have groundtruth to monitor drift here!",data_engineer,"pytest tests/phase2 -k 'ML-observability-airflow-data-drift-pipeline-to'","pytest tests/phase2/requirements/test_ml_ac_13_observability.py -k 'ML-observability-airflow-data-drift-pipeline-to'",docs/phase2/evidence/ml/ML-observability-airflow-data-drift-pipeline-to.md,design_only,"ML-AC-13-OBSERVABILITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,49,dac239f5ef69dc8a7095344adcf0316be0decd14ea5b7d99d2559e484fb5fd1e,source,dags/phase2/phase2_drift_monitoring.py,"python_ast_contains:monitoring"
ML-observability-collect-v-visualize-metrics-v-,ML,"Observability",2,"Collect và visualize metrics với Prometheus + Grafana (hoặc tool tương tự)","Capture màn hình thể hiện các data đã được capture, có thể coi trên các dashboard","Collect và visualize metrics với Prometheus + Grafana (hoặc tool tương tự)",platform_operator,"pytest tests/phase2 -k 'ML-observability-collect-v-visualize-metrics-v-'","pytest tests/phase2/requirements/test_ml_ac_13_observability.py -k 'ML-observability-collect-v-visualize-metrics-v-'",docs/phase2/evidence/ml/ML-observability-collect-v-visualize-metrics-v-.md,design_only,"ML-AC-13-OBSERVABILITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,46,35e5fedc6e22b4095b31eeebbf5644c63df2f2dcefd2338659de4e6043a55773,gitops,platform/observability/prometheus-values.yaml,"yaml_mapping_contains:prometheus"
ML-observability-t-ng-t-cho-logs,ML,"Observability",2,"Tương tự cho logs","Capture màn hình thể hiện các data đã được capture, có thể coi trên các dashboard","Tương tự cho logs",platform_operator,"pytest tests/phase2 -k 'ML-observability-t-ng-t-cho-logs'","pytest tests/phase2/requirements/test_ml_ac_13_observability.py -k 'ML-observability-t-ng-t-cho-logs'",docs/phase2/evidence/ml/ML-observability-t-ng-t-cho-logs.md,design_only,"ML-AC-13-OBSERVABILITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,47,b9d08e0e959c58bd81222c1993b60d099bc73a34828e3a075778e3a3f2687fd2,gitops,platform/observability/eck-otel-values.yaml,"yaml_mapping_contains:values"
ML-observability-t-ng-t-cho-traces,ML,"Observability",2,"Tương tự cho traces","Capture màn hình thể hiện các data đã được capture, có thể coi trên các dashboard","Tương tự cho traces",platform_operator,"pytest tests/phase2 -k 'ML-observability-t-ng-t-cho-traces'","pytest tests/phase2/requirements/test_ml_ac_13_observability.py -k 'ML-observability-t-ng-t-cho-traces'",docs/phase2/evidence/ml/ML-observability-t-ng-t-cho-traces.md,design_only,"ML-AC-13-OBSERVABILITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,48,c97dc3a98f000f11e5b20c1138d4a87172d500cd54c2c311842d761a0c624d6a,gitops,platform/observability/eck-otel-values.yaml,"yaml_mapping_contains:values"
ML-observability-trigger-retrain-by-calling-kub,ML,"Observability",1,"Trigger retrain by calling Kubeflow API (you can design by adding one step at the end of the Airflow data drift pipeline)","Capture màn hình thể hiện các data đã được capture, có thể coi trên các dashboard","Trigger retrain by calling Kubeflow API (you can design by adding one step at the end of the Airflow data drift pipeline)",ml_engineer,"pytest tests/phase2 -k 'ML-observability-trigger-retrain-by-calling-kub'","pytest tests/phase2/requirements/test_ml_ac_13_observability.py -k 'ML-observability-trigger-retrain-by-calling-kub'",docs/phase2/evidence/ml/ML-observability-trigger-retrain-by-calling-kub.md,design_only,"ML-AC-13-OBSERVABILITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,50,10a7cc731b198d4feb37be63870072b45fdf1bdbc852c39c64cc1fda1a2ae497,source,dags/phase2/phase2_drift_monitoring.py,"python_ast_contains:monitoring"
ML-observability-web-api-metrics,ML,"Observability",2,"Observability — Web API metrics","Capture màn hình thể hiện các data đã được capture, có thể coi trên các dashboard","Web API monitoring metrics such as req/s, num. of reqs, num. of failures, etc.",platform_operator,"pytest tests/phase2 -k 'ML-observability-web-api-metrics'","pytest tests/phase2/requirements/test_ml_ac_13_observability.py -k 'ML-observability-web-api-metrics'",docs/phase2/evidence/ml/ML-observability-web-api-metrics.md,design_only,"ML-AC-13-OBSERVABILITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,45,e0f2bcdf3df4dd65fd0eef477cf523b7d28b194684154dc921f964e0ee727392,gitops,platform/observability/prometheus-values.yaml,"yaml_mapping_contains:prometheus"
ML-repository-design-clean-code-clean-repo-demonstr,ML,"Repository Design",2,"Repository Design — Clean Code + clean repo + demonstrate the use of Design Pattern","Capture màn hình thể hiện Design Pattern đã được sử dụng trong code","Capture màn hình thể hiện Design Pattern đã được sử dụng trong code",platform_operator,"pytest tests/phase2 -k 'ML-repository-design-clean-code-clean-repo-demonstr'","pytest tests/phase2/requirements/test_ml_ac_16_repository.py -k 'ML-repository-design-clean-code-clean-repo-demonstr'",docs/phase2/evidence/ml/ML-repository-design-clean-code-clean-repo-demonstr.md,design_only,"ML-AC-16-REPOSITORY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,55,53e669957b98ec00c5b639b981ef66662d534c915f79f1a1407e034c3b240940,source,src/ml/contracts.py,"python_ast_contains:contracts"
ML-routing-gateway-authentication-rate-limit-cho-,ML,"Routing & Gateway (NGINX Ingress Controller)",2,"Setup authentication & rate limit cho Web API kéo dữ liệu","Capture màn hình thể hiện từng setup đã thành công","Setup authentication & rate limit cho Web API kéo dữ liệu",platform_operator,"pytest tests/phase2 -k 'ML-routing-gateway-authentication-rate-limit-cho-'","pytest tests/phase2/requirements/test_ml_ac_11_routing.py -k 'ML-routing-gateway-authentication-rate-limit-cho-'",docs/phase2/evidence/ml/ML-routing-gateway-authentication-rate-limit-cho-.md,design_only,"ML-AC-11-ROUTING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,41,771d81cd050f2534c4a3ee1824aba7bc0d94e32bc6d62cc1251a640d84b8cf62,gitops,platform/ingress/f5-nginx-values.yaml,"yaml_mapping_contains:values"
ML-routing-gateway-c-c-service-c-n-c-hide-ng-sau-,ML,"Routing & Gateway (NGINX Ingress Controller)",2,"Routing & Gateway (NGINX Ingress Controller) — Các service cần được hide đằng sau gateway","Capture màn hình thể hiện từng setup đã thành công","Service để coi metric (ví dụ Grafana)",platform_operator,"pytest tests/phase2 -k 'ML-routing-gateway-c-c-service-c-n-c-hide-ng-sau-'","pytest tests/phase2/requirements/test_ml_ac_11_routing.py -k 'ML-routing-gateway-c-c-service-c-n-c-hide-ng-sau-'",docs/phase2/evidence/ml/ML-routing-gateway-c-c-service-c-n-c-hide-ng-sau-.md,design_only,"ML-AC-11-ROUTING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,37,92b3184f3ed04680660512fa5fadb0289d98bfb0fbf8ab05703686889c3b8131,gitops,platform/ingress/f5-nginx-values.yaml,"yaml_mapping_contains:values"
ML-routing-gateway-l-m-c-i-n-y-cho-web-api-k-o-d-,ML,"Routing & Gateway (NGINX Ingress Controller)",1,"Làm cái này cho Web API kéo dữ liệu. Mọi người có thể tham khảo 2 đồ án sau: cái này và cái này","Capture màn hình thể hiện từng setup đã thành công","Làm cái này cho Web API kéo dữ liệu. Mọi người có thể tham khảo 2 đồ án sau: cái này và cái này",platform_operator,"pytest tests/phase2 -k 'ML-routing-gateway-l-m-c-i-n-y-cho-web-api-k-o-d-'","pytest tests/phase2/requirements/test_ml_ac_11_routing.py -k 'ML-routing-gateway-l-m-c-i-n-y-cho-web-api-k-o-d-'",docs/phase2/evidence/ml/ML-routing-gateway-l-m-c-i-n-y-cho-web-api-k-o-d-.md,design_only,"ML-AC-11-ROUTING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,42,cf91b0be70db8331044bc0dfe16ab79e3611589069e71961fbd6c75c65f3936d,gitops,platform/ingress/f5-nginx-values.yaml,"yaml_mapping_contains:values"
ML-routing-gateway-service-coi-log,ML,"Routing & Gateway (NGINX Ingress Controller)",2,"Service để coi log (ví dụ Kibana)","Capture màn hình thể hiện từng setup đã thành công","Service để coi log (ví dụ Kibana)",platform_operator,"pytest tests/phase2 -k 'ML-routing-gateway-service-coi-log'","pytest tests/phase2/requirements/test_ml_ac_11_routing.py -k 'ML-routing-gateway-service-coi-log'",docs/phase2/evidence/ml/ML-routing-gateway-service-coi-log.md,design_only,"ML-AC-11-ROUTING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,38,9b883fdeb5671356c0c73cdbede11359e8bb3d14bc828ce2ca8e1d9323f54747,gitops,platform/ingress/f5-nginx-values.yaml,"yaml_mapping_contains:values"
ML-routing-gateway-service-coi-trace,ML,"Routing & Gateway (NGINX Ingress Controller)",2,"Service để coi trace (ví dụ Jaeger)","Capture màn hình thể hiện từng setup đã thành công","Service để coi trace (ví dụ Jaeger)",platform_operator,"pytest tests/phase2 -k 'ML-routing-gateway-service-coi-trace'","pytest tests/phase2/requirements/test_ml_ac_11_routing.py -k 'ML-routing-gateway-service-coi-trace'",docs/phase2/evidence/ml/ML-routing-gateway-service-coi-trace.md,design_only,"ML-AC-11-ROUTING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,39,8d6c6687cbb047df9d4661e5f41e65e82d46c5a708a9fb38f3a927af86ebce18,gitops,platform/ingress/f5-nginx-values.yaml,"yaml_mapping_contains:values"
ML-routing-gateway-web-api-k-o-d-li-u,ML,"Routing & Gateway (NGINX Ingress Controller)",2,"Web API kéo dữ liệu","Capture màn hình thể hiện từng setup đã thành công","Web API kéo dữ liệu",platform_operator,"pytest tests/phase2 -k 'ML-routing-gateway-web-api-k-o-d-li-u'","pytest tests/phase2/requirements/test_ml_ac_11_routing.py -k 'ML-routing-gateway-web-api-k-o-d-li-u'",docs/phase2/evidence/ml/ML-routing-gateway-web-api-k-o-d-li-u.md,design_only,"ML-AC-11-ROUTING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,40,99e215f2c99c9370152f700174985868a9b11ced34eb84b9d4f25085f66b092a,gitops,platform/ingress/f5-nginx-values.yaml,"yaml_mapping_contains:values"
ML-security-centralize-secret-management,ML,"Security",1,"Security — Centralize secret management","Capture màn hình thể hiện cách mọi người thực hiện centrailize secret management","Centralize secret management via Hashi Corp Vault (or similar tools) so it will be used across the whole organization.",platform_operator,"pytest tests/phase2 -k 'ML-security-centralize-secret-management'","pytest tests/phase2/requirements/test_ml_ac_15_security.py -k 'ML-security-centralize-secret-management'",docs/phase2/evidence/ml/ML-security-centralize-secret-management.md,design_only,"ML-AC-15-SECURITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,53,ee052d3d30e4cf5194e9f61dcef9bc36fd37688304d687177429165ec3a40ebc,gitops,platform/security/vault-external-secrets.yaml,"yaml_mapping_contains:external"
ML-security-using-service-mesh-to-authoriz,ML,"Security",1,"Using service mesh to authorize access from service to service","Capture màn hình thể hiện cách mọi người thực hiện authorize service-to-service","Using service mesh to authorize access from service to service",platform_operator,"pytest tests/phase2 -k 'ML-security-using-service-mesh-to-authoriz'","pytest tests/phase2/requirements/test_ml_ac_15_security.py -k 'ML-security-using-service-mesh-to-authoriz'",docs/phase2/evidence/ml/ML-security-using-service-mesh-to-authoriz.md,design_only,"ML-AC-15-SECURITY",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,54,c29918cf94e775f0a34d53615aaa0d2c149d6f3e7c466560d0c206f587672c76,gitops,platform/security/authorization-policies.yaml,"yaml_mapping_contains:authorization"
ML-validation-verification-c-s-d-ng-k-thu-t-equivalence-p,ML,"Validation & Verification",2,"Có sử dụng kỹ thuật equivalence partitioning vs boundary value analysis khi thiết kế test cases để parametrize.; (Cái này chưa được dạy, nhưng đơn giản lắm, cả nhà coi ở đây)","Capture màn hình để thể hiện đã sử dụng các kỹ thuật này","Có sử dụng kỹ thuật equivalence partitioning vs boundary value analysis khi thiết kế test cases để parametrize.; (Cái này chưa được dạy, nhưng đơn giản lắm, cả nhà coi ở đây)",ml_engineer,"pytest tests/phase2 -k 'ML-validation-verification-c-s-d-ng-k-thu-t-equivalence-p'","pytest tests/phase2/requirements/test_ml_ac_04_validation.py -k 'ML-validation-verification-c-s-d-ng-k-thu-t-equivalence-p'",docs/phase2/evidence/ml/ML-validation-verification-c-s-d-ng-k-thu-t-equivalence-p.md,design_only,"ML-AC-04-VALIDATION",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,11,eaabaf83d8baba3c39d7172fd16a332fbb156b8dffaa4f2ec05cdb9434ee2a81,source,tests/phase2/requirements/test_ml_ac_04_validation.py,"python_ast_contains:requirements"
ML-validation-verification-c-s-d-ng-mutation-testing-nh-g,ML,"Validation & Verification",2,"Có sử dụng mutation testing để đánh giá hiệu quả của các test (cái này đã dạy ở lớp rồi nha cả nhà, là cái https://mutmut.readthedocs.io/). Note that you mutate only code changed, not the whole code base everytime you push your commit! Mutation score > 80%.","Capture màn hình để thể hiện đã sử dụng các kỹ thuật này","Có sử dụng mutation testing để đánh giá hiệu quả của các test (cái này đã dạy ở lớp rồi nha cả nhà, là cái https://mutmut.readthedocs.io/). Note that you mutate only code changed, not the whole code base everytime you push your commit! Mutation score > 80%.",ml_engineer,"pytest tests/phase2 -k 'ML-validation-verification-c-s-d-ng-mutation-testing-nh-g'","pytest tests/phase2/requirements/test_ml_ac_04_validation.py -k 'ML-validation-verification-c-s-d-ng-mutation-testing-nh-g'",docs/phase2/evidence/ml/ML-validation-verification-c-s-d-ng-mutation-testing-nh-g.md,design_only,"ML-AC-04-VALIDATION",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,12,edfb4fa773df04a03dfc03803eea17a6f0fbf19f520e260c4cc75cc4f3823875,source,tests/phase2/requirements/test_ml_ac_04_validation.py,"python_ast_contains:requirements"
ML-validation-verification-idempotency-testing-s-d-ng-pro,ML,"Validation & Verification",2,"Idempotency testing sử dụng property-based testing (chuyên để tìm ra cái test case có thể tạo ra bug), ví dụ, để kiểm tra xem model prediction có generate ra kết quả consistent sau nhiều lần chạy không. You can use the library hypothesis for property-based testing, combine with crosshair backend to find bugs easier.","Capture màn hình để thể hiện đã sử dụng các kỹ thuật này","Idempotency testing sử dụng property-based testing (chuyên để tìm ra cái test case có thể tạo ra bug), ví dụ, để kiểm tra xem model prediction có generate ra kết quả consistent sau nhiều lần chạy không. You can use the library hypothesis for property-based testing, combine with crosshair backend to find bugs easier.",ml_engineer,"pytest tests/phase2 -k 'ML-validation-verification-idempotency-testing-s-d-ng-pro'","pytest tests/phase2/requirements/test_ml_ac_04_validation.py -k 'ML-validation-verification-idempotency-testing-s-d-ng-pro'",docs/phase2/evidence/ml/ML-validation-verification-idempotency-testing-s-d-ng-pro.md,design_only,"ML-AC-04-VALIDATION",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,13,b9e1af213ebfc637ed14923ca608391a628a52dd19f4e436d90287ae2d6c83bd,source,tests/phase2/requirements/test_ml_ac_04_validation.py,"python_ast_contains:requirements"
ML-validation-verification-load-test-the-web-api,ML,"Validation & Verification",2,"Load test the Web API (cái Web API kéo dữ liệu) to understand throughput (req/s) and latency; (generate a html file with locust as SLA)","Capture màn hình HTML output","Load test the Web API (cái Web API kéo dữ liệu) to understand throughput (req/s) and latency; (generate a html file with locust as SLA)",data_engineer,"pytest tests/phase2 -k 'ML-validation-verification-load-test-the-web-api'","pytest tests/phase2/requirements/test_ml_ac_04_validation.py -k 'ML-validation-verification-load-test-the-web-api'",docs/phase2/evidence/ml/ML-validation-verification-load-test-the-web-api.md,design_only,"ML-AC-04-VALIDATION",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,14,ff8e6eec954a28eeeff91c2f1d659ebc90a3120fd143d99cb74d43609948a778,source,tests/phase2/requirements/test_ml_ac_04_validation.py,"python_ast_contains:requirements"
ML-validation-verification-validation-verification,ML,"Validation & Verification",2,"Validation & Verification","Capture màn hình đã chạy test với test coverage thoả mãn yêu cầu","Unit test với Test Coverage > 90%; (với proof bằng screenshot thể hiện khả năng test Web API, và sử dụng fixture, mock)",ml_engineer,"pytest tests/phase2 -k 'ML-validation-verification-validation-verification'","pytest tests/phase2/requirements/test_ml_ac_04_validation.py -k 'ML-validation-verification-validation-verification'",docs/phase2/evidence/ml/ML-validation-verification-validation-verification.md,design_only,"ML-AC-04-VALIDATION",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,10,d80e9d1f6e6c808ea7b1baa27e19cb718979503cf27738b8316ab08e447a2484,source,tests/phase2/requirements/test_ml_ac_04_validation.py,"python_ast_contains:requirements"
ML-versioning-m-i-l-n-k-o-d-li-u-t-feast-v-t,ML,"Versioning",2,"Mỗi lần kéo dữ liệu từ Feast về để training, cần version lại DATA theo cơ chế incremental (ví dụ lần train thứ 2 data chỉ có 1 chút thay đổi thì chỉ lưu trữ lại phần thay đổi này thôi, tránh việc lưu full data của cả lần 1 và lần 2)","Model đã được version và lưu trữ lại + Data tương ứng cũng được version theo cơ chế incremental","Mỗi lần kéo dữ liệu từ Feast về để training, cần version lại DATA theo cơ chế incremental (ví dụ lần train thứ 2 data chỉ có 1 chút thay đổi thì chỉ lưu trữ lại phần thay đổi này thôi, tránh việc lưu full data của cả lần 1 và lần 2)",data_engineer,"pytest tests/phase2 -k 'ML-versioning-m-i-l-n-k-o-d-li-u-t-feast-v-t'","pytest tests/phase2/requirements/test_ml_ac_09_versioning.py -k 'ML-versioning-m-i-l-n-k-o-d-li-u-t-feast-v-t'",docs/phase2/evidence/ml/ML-versioning-m-i-l-n-k-o-d-li-u-t-feast-v-t.md,design_only,"ML-AC-09-VERSIONING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,26,6851061e6f6d389e699eadd63323d225d2f0ebf107c4e61c287e42628728ef3f,source,src/ml/data_versioning.py,"python_ast_contains:versioning"
ML-versioning-model-versioning,ML,"Versioning",2,"Versioning — Model Versioning","Model đã được version và lưu trữ lại + Data tương ứng cũng được version theo cơ chế incremental","Khi training pipeline hoàn tất, thông tin của MODEL (weight, hyperparam) cần được lưu trữ lại ở Model Registry (qua MLFlow)",ml_engineer,"pytest tests/phase2 -k 'ML-versioning-model-versioning'","pytest tests/phase2/requirements/test_ml_ac_09_versioning.py -k 'ML-versioning-model-versioning'",docs/phase2/evidence/ml/ML-versioning-model-versioning.md,design_only,"ML-AC-09-VERSIONING",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,25,32b592a5ab8d0b841f8fb99faed5d0a73d7b720ac27c0d6cb5bac36ca6f8946a,source,src/ml/mlflow_registry.py,"python_ast_contains:registry"
ML-web-api-cho-real-time-dri-c-s-d-ng-fastapi-data-validati,ML,"Web API cho Real-time Drift Detection",2,"Web API cho Real-time Drift Detection — Có sử dụng FastAPI + data validation (với pydantic)","Capture màn hình cách mọi người handle rolling update và fall back","Có sử dụng FastAPI + data validation (với pydantic) + healthcheck for k8s",data_engineer,"pytest tests/phase2 -k 'ML-web-api-cho-real-time-dri-c-s-d-ng-fastapi-data-validati'","pytest tests/phase2/requirements/test_ml_ac_02_drift_api.py -k 'ML-web-api-cho-real-time-dri-c-s-d-ng-fastapi-data-validati'",docs/phase2/evidence/ml/ML-web-api-cho-real-time-dri-c-s-d-ng-fastapi-data-validati.md,design_only,"ML-AC-02-DRIFT-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,5,6320a3760ff582a46c7ad0f6ec0d30810e6199f60b17bcba06e6cf477afe4403,source,apps/drift-api/app/main.py,"python_ast_contains:app"
ML-web-api-cho-real-time-dri-s-d-ng-async,ML,"Web API cho Real-time Drift Detection",2,"Sử dụng async","Capture màn hình cách mọi người handle rolling update và fall back","Sử dụng async",data_engineer,"pytest tests/phase2 -k 'ML-web-api-cho-real-time-dri-s-d-ng-async'","pytest tests/phase2/requirements/test_ml_ac_02_drift_api.py -k 'ML-web-api-cho-real-time-dri-s-d-ng-async'",docs/phase2/evidence/ml/ML-web-api-cho-real-time-dri-s-d-ng-async.md,design_only,"ML-AC-02-DRIFT-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,6,fda86e363336d83369ad647b97e241111e2f6369d5c0c17e14e8846ac45531b2,source,apps/drift-api/app/main.py,"python_ast_contains:app"
ML-web-api-cho-real-time-dri-to-k8s-with-helm-rollingupdate,ML,"Web API cho Real-time Drift Detection",2,"Deploy to k8s with helm + rollingupdate + auto fallback (see --atomic)","Capture màn hình cách mọi người handle rolling update và fall back","Deploy to k8s with helm + rollingupdate + auto fallback (see --atomic)",platform_operator,"pytest tests/phase2 -k 'ML-web-api-cho-real-time-dri-to-k8s-with-helm-rollingupdate'","pytest tests/phase2/requirements/test_ml_ac_02_drift_api.py -k 'ML-web-api-cho-real-time-dri-to-k8s-with-helm-rollingupdate'",docs/phase2/evidence/ml/ML-web-api-cho-real-time-dri-to-k8s-with-helm-rollingupdate.md,design_only,"ML-AC-02-DRIFT-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,7,9ae87c89fdfc8ea95c78478fed13136c04378ef53048f7c746d662ad7e5b41af,gitops,charts/drift-api/Chart.yaml,"yaml_mapping_contains:drift"
ML-web-api-k-o-d-li-u-c-s-d-ng-fastapi-data-validati,ML,"Web API kéo dữ liệu; (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, hoặc customer_id, etc.), sau đó gửi tới 1 ML inference engine)",2,"Web API kéo dữ liệu; (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, hoặc customer_id, etc.), sau đó gửi tới 1 ML inference engine) — Có sử dụng FastAPI + data validation (với pydantic)","Capture màn hình cách mọi người handle rolling update và fall back","Có sử dụng FastAPI + data validation (với pydantic) + healthcheck for k8s",data_engineer,"pytest tests/phase2 -k 'ML-web-api-k-o-d-li-u-c-s-d-ng-fastapi-data-validati'","pytest tests/phase2/requirements/test_ml_ac_01_web_api.py -k 'ML-web-api-k-o-d-li-u-c-s-d-ng-fastapi-data-validati'",docs/phase2/evidence/ml/ML-web-api-k-o-d-li-u-c-s-d-ng-fastapi-data-validati.md,design_only,"ML-AC-01-WEB-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,2,3c7383dfb3b733200769e11202e55d9f3c1f2765eeefa35d374d98f7743d73fa,source,apps/feature-api/app/main.py,"python_ast_contains:app"
ML-web-api-k-o-d-li-u-s-d-ng-async,ML,"Web API kéo dữ liệu; (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, hoặc customer_id, etc.), sau đó gửi tới 1 ML inference engine)",2,"Sử dụng async","Capture màn hình cách mọi người handle rolling update và fall back","Sử dụng async",data_engineer,"pytest tests/phase2 -k 'ML-web-api-k-o-d-li-u-s-d-ng-async'","pytest tests/phase2/requirements/test_ml_ac_01_web_api.py -k 'ML-web-api-k-o-d-li-u-s-d-ng-async'",docs/phase2/evidence/ml/ML-web-api-k-o-d-li-u-s-d-ng-async.md,design_only,"ML-AC-01-WEB-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,3,fda86e363336d83369ad647b97e241111e2f6369d5c0c17e14e8846ac45531b2,source,apps/feature-api/app/main.py,"python_ast_contains:app"
ML-web-api-k-o-d-li-u-to-k8s-with-helm-rollingupdate,ML,"Web API kéo dữ liệu; (Web API này sẽ dùng để kéo dữ liệu từ Online Feature store dựa trên ID (user_id, hoặc customer_id, etc.), sau đó gửi tới 1 ML inference engine)",2,"Deploy to k8s with helm + rollingupdate + auto fallback (see --atomic)","Capture màn hình cách mọi người handle rolling update và fall back","Deploy to k8s with helm + rollingupdate + auto fallback (see --atomic)",platform_operator,"pytest tests/phase2 -k 'ML-web-api-k-o-d-li-u-to-k8s-with-helm-rollingupdate'","pytest tests/phase2/requirements/test_ml_ac_01_web_api.py -k 'ML-web-api-k-o-d-li-u-to-k8s-with-helm-rollingupdate'",docs/phase2/evidence/ml/ML-web-api-k-o-d-li-u-to-k8s-with-helm-rollingupdate.md,design_only,"ML-AC-01-WEB-API",docs/Coursework Tracking (Public) - rubic final-coursework (final - ml).csv,4,9ae87c89fdfc8ea95c78478fed13136c04378ef53048f7c746d662ad7e5b41af,gitops,charts/feature-api/Chart.yaml,"yaml_mapping_contains:feature"
